StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
STU00814,7.68,0,2,0,61.6,5,No,Yes,72.4,79.6,NotPlaced
STU03364,6.28,0,3,1,82.2,3.2,Yes,No,61.8,81.1,NotPlaced
STU00784,8.05,1,3,2,97.2,3.3,Yes,Yes,90.7,45.3,Placed
STU02412,8.88,1,2,1,68,2.8,Yes,Yes,77.1,79.8,Placed
STU01257,9.01,1,2,1,71.2,3.2,Yes,No,78.2,58.2,Placed
STU00542,6.48,2,2,3,84.3,3.2,Yes,No,82,73.4,Placed
STU05074,6.1,0,2,2,92.2,2.9,Yes,No,83.9,40,NotPlaced
STU08448,9.49,0,3,1,67.4,3.1,Yes,No,55.4,75.6,Placed
STU00003,8.08,0,4,0,61.4,3.3,Yes,Yes,72,58.4,Placed
STU06573,9.43,1,2,0,83.9,2.5,Yes,No,88.5,79.8,Placed
STU00517,7.95,1,0,1,98.1,3.7,Yes,No,62.3,82,Placed
STU02563,6.67,0,3,1,92.8,3.9,Yes,Yes,68.7,88.6,Placed
STU07214,7.13,2,4,2,60.2,2.3,Yes,No,49.4,64,Placed
STU04592,7.68,2,1,1,82.5,3,Yes,Yes,49.6,66.9,Placed
STU04466,6.46,0,1,0,51.5,4.2,Yes,No,63.2,60.1,NotPlaced
STU02806,5.9,0,1,0,68.9,4,No,Yes,62.3,69.1,NotPlaced
STU02279,8.1,0,0,1,75.4,4,No,Yes,66.8,82.9,NotPlaced
STU03441,7.63,0,2,0,60.1,2.7,No,No,68.7,77.3,NotPlaced
STU03809,8.09,0,2,1,81,4.1,No,Yes,69.2,69.7,Placed
STU06262,8.2,1,0,0,52.9,4.3,Yes,No,50.4,62.1,NotPlaced
STU06570,8.66,0,1,1,71.2,4.7,No,Yes,90.7,77,NotPlaced
STU03983,10,0,2,1,74.2,3,Yes,Yes,66.2,92.7,Placed
STU07419,7.48,0,2,1,88.7,4.9,Yes,Yes,75.8,74.7,Placed
STU00071,7.83,2,0,2,72.5,3.6,Yes,Yes,85.9,49.1,Placed
STU05904,8.45,1,2,0,88.8,3.7,No,Yes,77.6,60,Placed
STU07763,6.58,2,1,0,75.4,3,No,Yes,62.7,73.5,NotPlaced
STU05949,6,1,1,1,80.6,3.1,Yes,No,54.2,47.3,NotPlaced
STU00655,9.82,1,1,0,80.1,3.2,Yes,No,73.9,82.6,Placed
STU03491,7.21,0,4,1,61.8,4.5,Yes,No,79,66.3,Placed
STU00399,7.4,1,2,2,69.2,3.6,Yes,No,81,83.7,Placed
STU06976,7.52,1,3,1,84.2,3.7,No,No,71.1,74,NotPlaced
STU00879,7.49,1,2,2,70.2,4,No,Yes,87.4,69,Placed
STU02615,8.04,2,2,2,74.7,1.5,No,No,72.3,73.7,Placed
STU08544,7.49,1,1,1,80.7,1.6,Yes,No,89.5,51.9,NotPlaced
STU04187,9.61,1,1,0,71.4,3.1,No,Yes,64.1,67.3,Placed
STU07725,8.97,0,2,1,70.3,2.9,Yes,Yes,87.8,88.9,Placed
STU08760,8.82,0,1,0,55.8,1.7,Yes,Yes,75.2,91.4,NotPlaced
STU05107,6.57,3,2,1,53.6,3.7,Yes,No,68.3,67,Placed
STU07238,7.75,1,2,2,69.3,3.8,Yes,No,67,48.9,NotPlaced
STU04227,9.18,1,0,1,60.5,3.6,Yes,No,75.3,84.1,NotPlaced
STU03818,7.39,1,1,0,91,4.3,No,No,69.9,86.8,NotPlaced
STU06298,6.48,0,2,3,75.1,2.8,Yes,No,47.9,83.6,NotPlaced
STU02469,8.11,0,2,3,86.8,3.5,No,No,84.9,71.9,NotPlaced
STU03901,7,3,2,3,68.8,4.5,No,No,77.8,70.4,Placed
STU01928,7.24,2,2,3,56.2,4.4,Yes,No,63.2,85.2,Placed
STU09000,8.22,1,4,2,69.1,3.2,No,Yes,62.8,80.3,Placed
STU03965,6.95,1,2,2,67.1,3,Yes,No,60.6,66.1,Placed
STU02396,6.2,0,1,1,77.3,4.6,No,No,46.2,67.1,NotPlaced
STU09905,8.37,1,3,2,68.7,3.7,Yes,No,74.7,57.8,Placed
STU06766,7.87,1,3,1,67.6,2.2,Yes,No,85.5,84.3,NotPlaced
STU00191,7.1,1,1,1,71.8,3.6,No,Yes,43.9,80.5,NotPlaced
STU04695,7.33,2,0,2,75.3,2.7,Yes,Yes,86.5,84.1,Placed
STU01733,7.48,0,3,0,62.7,2.8,Yes,No,81.4,52.5,NotPlaced
STU02850,7.01,1,2,3,50.5,2.8,Yes,Yes,74.5,46.4,Placed
STU00974,6.91,1,2,1,79.6,3.8,Yes,Yes,77.6,45.7,Placed
STU00252,8.33,1,2,0,93,2.9,Yes,Yes,82.1,65.1,Placed
STU00340,6.99,3,3,2,72.7,3.6,Yes,Yes,83.4,77.3,Placed
STU06799,7.25,2,1,2,71.2,3.9,Yes,No,86.4,97.7,Placed
STU02920,8.67,1,1,1,77.7,3.6,Yes,Yes,84.5,75.4,Placed
STU07729,7.84,0,3,1,59.4,3,No,Yes,59.5,82.2,Placed
STU02767,7.47,1,3,1,96.8,1.9,Yes,Yes,81.9,55.6,Placed
STU00649,7.29,0,2,1,70.1,3.4,Yes,No,71.1,69.9,NotPlaced
STU03320,9.59,1,1,3,60.3,3.7,Yes,No,49.5,58.3,NotPlaced
STU00303,8.17,1,2,1,71.7,1.6,No,Yes,71.7,78.6,NotPlaced
STU00360,6.76,0,2,1,78.3,2.9,No,Yes,80.3,97,NotPlaced
STU01067,6.33,1,3,1,66.5,2.9,No,No,63.6,71.3,NotPlaced
STU00232,7.69,0,2,1,62.8,3.4,Yes,Yes,65.1,73.9,NotPlaced
STU02774,6.11,0,1,2,66.1,3.8,Yes,Yes,82.4,89.1,NotPlaced
STU00932,9.19,2,1,3,79,4.4,No,Yes,68.5,67.4,Placed
STU02884,7.91,1,1,1,81.7,3.3,Yes,No,75.4,75.9,NotPlaced
STU06609,6.79,2,1,2,82.6,2.9,Yes,Yes,77.7,53.9,Placed
STU03495,7.96,1,2,2,80.8,2,No,Yes,79.2,76.2,Placed
STU03800,6.59,0,4,1,87.4,3.1,Yes,No,83.1,73.9,Placed
STU08197,8.08,0,0,1,69.2,3,No,No,66.7,69.6,NotPlaced
STU01519,6.58,1,0,1,68.9,3.5,Yes,No,76.5,58.1,NotPlaced
STU05875,8.64,1,3,2,56.7,3.2,Yes,No,77.4,80,Placed
STU00036,6.4,1,4,1,66.8,3.2,Yes,Yes,80.4,61.4,Placed
STU04191,7.86,2,1,1,64.4,2.1,Yes,Yes,64.6,54.6,Placed
STU01529,7.06,0,2,1,80.5,3.8,No,Yes,78,80.1,NotPlaced
STU05754,6.28,0,1,1,67.6,4.3,Yes,No,67.9,83.3,NotPlaced
STU03324,7.73,1,1,3,77.6,3.3,No,Yes,63.4,81.1,Placed
STU00612,7.45,2,2,0,79.7,3.9,Yes,Yes,77,70.4,Placed
STU04416,8.05,2,2,2,64.2,2.6,No,No,77.4,67.9,Placed
STU09263,8.05,1,0,2,79.8,2.9,Yes,Yes,74.3,83.8,Placed
STU09506,8.39,0,0,0,75.4,3.4,Yes,No,71.1,80.3,NotPlaced
STU00692,8.54,0,4,0,58.7,3.4,Yes,No,76.8,88.6,Placed
STU07539,6.84,2,2,0,68.8,4.4,Yes,Yes,76.2,71.2,Placed
STU07864,6.92,1,2,0,80.3,3.1,Yes,Yes,67.2,65.5,Placed
STU02217,7.11,1,3,1,65.2,3.8,Yes,Yes,77.2,63.5,Placed
STU08664,9,0,3,0,70.7,3.6,No,Yes,82.1,41,Placed
STU04076,7.6,2,2,1,78.7,4.2,No,Yes,67.1,81,Placed
STU07121,7.11,2,2,0,66,3.6,Yes,Yes,57.1,63.4,Placed
STU08376,7.31,3,2,1,65.4,2.9,Yes,No,71.9,79.2,Placed
STU07812,7.34,1,2,2,76.2,4.4,Yes,No,79.1,64.5,Placed
STU09538,8.42,0,3,0,72.6,4.3,Yes,No,64.9,71.9,Placed
STU05964,6.26,1,2,3,79.4,3,No,Yes,47.3,54.2,NotPlaced
STU06364,8.11,1,1,1,86.2,2.8,No,Yes,98.6,85.8,Placed
STU06607,6.77,1,1,0,71.6,2.9,Yes,Yes,71.1,61.7,NotPlaced
STU09181,7.41,0,0,2,67.6,4.7,Yes,Yes,77.6,75.6,NotPlaced
STU00150,7.77,3,1,0,71.3,2.6,Yes,No,70.9,83.1,Placed
STU03674,8.24,1,3,1,77.6,4.3,Yes,No,61.8,59.5,Placed
STU02442,8.74,0,0,0,70.4,3.6,Yes,Yes,67.5,65.7,NotPlaced
STU03645,6.77,0,4,2,79.5,4,No,No,89.4,63.3,Placed
STU01507,8.13,2,2,0,71.3,4.3,No,No,56.6,62.9,Placed
STU03654,6.76,2,2,3,65.4,5,Yes,Yes,82.3,69.9,Placed
STU07083,6.8,3,3,1,68,2.3,No,Yes,47.5,67.8,Placed
STU00236,8.07,2,4,1,83.4,2.7,No,Yes,58.6,68.7,Placed
STU01316,6.32,0,2,1,79.2,1.8,No,Yes,74.7,90.7,NotPlaced
STU05668,8.14,3,2,1,63.8,4.6,Yes,No,68.2,81.4,Placed
STU06617,8.48,1,1,1,74.7,4.2,Yes,No,65.2,73.1,Placed
STU06214,6.33,1,2,2,67.4,2.1,No,No,65.2,56.6,NotPlaced
STU09038,8.71,2,4,2,77.6,3.3,Yes,No,52.6,75.7,Placed
STU01159,8.38,1,3,2,67.4,2.6,Yes,No,61.7,77.8,Placed
STU05052,7.82,1,1,1,82.8,2.9,Yes,Yes,55.5,64.2,NotPlaced
STU09093,6.46,3,3,0,67.9,2.8,Yes,No,61.2,81.6,Placed
STU01058,8.56,3,2,3,62.7,4.4,No,No,78.3,61.6,Placed
STU06533,8.89,0,2,3,65.8,3.2,Yes,Yes,65.4,55.7,Placed
STU00447,7.83,1,4,1,57.2,4.2,Yes,Yes,67.5,89,Placed
STU07229,7.64,0,1,2,75.9,3.6,Yes,Yes,73.4,76.2,Placed
STU09096,7.64,1,3,1,64.4,3.4,No,No,69.7,84.8,NotPlaced
STU01738,6.54,0,3,1,86.3,3.2,No,No,65.1,72,NotPlaced
STU09113,8.46,1,2,0,68.8,4.2,Yes,No,75.1,71.9,Placed
STU02494,8.8,1,2,2,84.5,2.7,No,No,67.3,68.7,Placed
STU09044,5.86,1,3,3,63.6,4.2,Yes,Yes,75.7,67.9,Placed
STU09302,8.26,1,2,1,73.3,3.5,Yes,No,93.6,63.2,Placed
STU05850,6.99,1,2,0,74.1,2.8,No,Yes,78.1,76.6,NotPlaced
STU04999,8.23,1,0,0,70.3,4,Yes,Yes,72,72.5,NotPlaced
STU02215,7.08,1,1,2,77.5,4.1,No,Yes,77,90.2,NotPlaced
STU04599,7.88,0,2,2,67.4,3.5,Yes,No,86.3,80.5,NotPlaced
STU02463,7.93,0,2,2,65.9,3.5,Yes,No,70.4,88.7,NotPlaced
STU06743,6.09,1,0,0,84,3.8,Yes,No,60.6,82.6,NotPlaced
STU03542,8.81,1,2,0,70.2,2.8,No,Yes,53.5,77.9,Placed
STU09324,6.05,1,2,2,69.2,3.2,No,Yes,59.7,82.7,Placed
STU02598,7.69,0,0,0,52.5,1.2,No,No,68.5,64.8,NotPlaced
STU00903,7.53,0,1,2,61.9,1.6,No,Yes,79.5,67.6,NotPlaced
STU08989,8.87,1,0,2,88,1.7,Yes,No,81.3,86.1,Placed
STU09689,7.48,1,2,0,62.9,3.2,No,Yes,85,65,Placed
STU07400,8.73,1,1,1,82,3.7,No,Yes,85.6,77.1,Placed
STU04547,7.41,1,1,1,53.5,4.3,Yes,Yes,75.9,65.3,Placed
STU03567,7.71,1,4,1,76.1,4.2,No,No,66.3,57.9,Placed
STU01663,5.59,0,1,3,58.7,3.9,No,Yes,67.9,50.8,NotPlaced
STU09954,6.64,2,3,2,81,3.8,Yes,No,68.4,88.2,Placed
STU08762,6.33,1,1,1,79.6,3.8,Yes,No,89.6,91.1,NotPlaced
STU09143,7.72,0,1,2,67.1,3.3,Yes,Yes,93.1,63.5,NotPlaced
STU09861,8.04,1,0,0,68.7,2.9,No,No,49.9,72.3,NotPlaced
STU09913,6.85,1,3,2,73.1,3.4,No,Yes,71.1,66.7,Placed
STU01998,6.71,1,2,1,69.3,3.4,No,Yes,65.4,60.2,Placed
STU04584,8.21,1,2,3,63.7,3.7,No,No,62.5,85.7,Placed
STU08567,8.61,1,1,1,63.8,4.6,Yes,No,96.1,92,Placed
STU07204,6.74,0,1,0,72.5,2.5,Yes,Yes,92.7,54.6,NotPlaced
STU03067,9.08,1,1,2,69.3,2.1,No,Yes,76,68.1,Placed
STU02819,7.85,2,2,0,73.4,3.4,No,Yes,56.8,82.3,Placed
STU09582,6.23,0,1,2,74.6,3.8,Yes,Yes,90.4,44,NotPlaced
STU08627,7.19,2,0,2,70.1,2.7,Yes,No,72.1,72.7,Placed
STU00481,7.38,1,4,1,81.2,3.8,No,Yes,76.8,66.1,Placed
STU04012,6.23,1,1,2,79,3.6,No,Yes,88.5,79.4,Placed
STU08069,7.53,1,2,1,93.6,3.4,No,Yes,54.5,82.5,Placed
STU01467,9,1,1,1,77.1,3.1,Yes,Yes,59.2,56.7,Placed
STU03467,7.13,0,1,0,73.9,4.3,No,Yes,75.8,80.6,NotPlaced
STU00285,9.42,1,2,3,70.9,3.5,Yes,No,77.8,87.2,Placed
STU00914,8.92,0,4,1,71.5,3.1,No,No,58.2,66.3,NotPlaced
STU06181,8.37,3,1,1,76.3,3.2,Yes,No,86,71.2,Placed
STU02390,8.43,1,1,0,66.1,3.8,No,Yes,92.4,61.5,Placed
STU01509,7.58,1,2,2,84.7,3.3,Yes,No,87.6,89.4,Placed
STU07959,7.58,2,2,0,70.6,3.1,No,Yes,57.4,66,Placed
STU00747,7.67,2,2,0,70.3,4,No,Yes,70.2,69.5,Placed
STU01629,7.56,2,2,1,71.1,4.6,Yes,No,73.1,67.3,Placed
STU09358,8.17,0,2,1,65.1,2.5,No,Yes,89.1,69.4,NotPlaced
STU03498,7.46,2,1,1,78.8,2.6,Yes,Yes,73.1,62.9,Placed
STU01846,6.58,0,1,1,72.1,3.2,Yes,No,84,59.6,NotPlaced
STU04194,5.32,1,2,0,69.7,3.3,No,No,66.2,69.9,NotPlaced
STU05969,7.8,1,2,1,65.4,5,No,Yes,77,77.7,Placed
STU06485,8.13,0,2,1,53.8,3.2,Yes,Yes,90.2,86.1,NotPlaced
STU00686,8.14,1,1,0,67.9,3,Yes,No,72.5,91.5,NotPlaced
STU00001,7.95,1,1,1,80.7,2.4,Yes,No,80.4,69.9,NotPlaced
STU07896,7.01,2,3,2,68,3.4,Yes,No,85.7,68.1,Placed
STU02038,7.04,1,2,2,51.6,3.3,No,No,58.1,67.1,NotPlaced
STU01743,7.56,1,3,2,68.7,4.4,Yes,No,87.6,63.9,Placed
STU01886,7.75,2,1,1,49.4,4.2,Yes,No,74.9,64.1,Placed
STU04909,7.74,0,4,2,83.3,3.9,Yes,No,77.7,79.7,Placed
STU04686,8.1,0,2,2,85.5,4.5,Yes,Yes,65.7,68.6,Placed
STU07141,5,1,3,1,63,4.7,Yes,Yes,63.8,67.5,Placed
STU01881,8.37,1,3,0,72.7,3.9,Yes,No,68.4,81.3,Placed
STU09966,7.95,2,1,2,85.2,2.8,Yes,No,68.3,64.9,Placed
STU04507,8.12,0,3,2,69.4,5,Yes,Yes,64.8,65.5,Placed
STU04681,7.29,1,1,2,85.3,3.8,Yes,Yes,62.6,100,Placed
STU05505,7.06,0,3,2,64.7,5,Yes,No,58,73.5,NotPlaced
STU02684,8.16,1,3,0,75.5,3.9,Yes,No,69.9,63.2,Placed
STU04171,6.11,0,3,3,63.4,3.6,No,Yes,81.9,48.6,NotPlaced
STU04501,6.64,2,2,3,64.5,3.4,Yes,Yes,70.8,67.8,Placed
STU03804,7.64,1,2,1,83,2.9,No,Yes,59.3,83.6,Placed
STU09725,6.82,1,3,2,53,3.8,Yes,Yes,58.9,86.4,Placed
STU08357,7.45,2,3,3,85.4,4.4,Yes,No,53.8,73.5,Placed
STU09885,7.99,1,1,3,73.4,2.9,Yes,No,68.3,54.7,NotPlaced
STU08218,5.66,0,2,1,79.4,3.4,Yes,Yes,64.4,71.7,NotPlaced
STU05089,7.58,1,1,1,65.3,3.9,Yes,Yes,79.5,66,Placed
STU07737,9.94,1,3,2,76.1,3,Yes,Yes,60.3,81,Placed
STU03369,7.86,1,1,1,73.3,2,No,Yes,84.6,83.5,NotPlaced
STU02634,7.78,1,2,2,85.9,2.2,Yes,Yes,45.6,80.6,Placed
STU06917,6.52,0,1,3,70.2,3,No,Yes,67.2,80.3,NotPlaced
STU07828,7.3,3,1,3,65.9,5,No,No,67.2,71.6,Placed
STU07784,9.85,3,3,3,88.1,3,No,Yes,95.3,41.7,Placed
STU08157,7.66,1,2,2,73.8,2.7,Yes,Yes,80.2,79.1,Placed
STU06277,8.32,1,2,2,81,3,Yes,No,65.5,85.2,Placed
STU03436,8.3,0,1,1,72.8,3.3,Yes,No,63.8,66.9,NotPlaced
STU02843,8.83,0,2,0,79,4.6,No,Yes,76.1,83.1,Placed
STU07299,6.86,1,1,2,72.8,3.8,Yes,Yes,86.5,83.3,Placed
STU09306,8.34,3,2,3,71.8,4.8,No,No,63.7,58.6,Placed
STU08735,6.09,0,4,0,74.1,3.7,Yes,Yes,63,67.4,NotPlaced
STU09972,8.13,0,3,1,80.2,2.7,No,Yes,46,87,NotPlaced
STU07844,7.14,1,2,1,72.3,3,No,Yes,87.7,82.2,Placed
STU06998,7.03,1,1,3,85.9,3.1,No,No,96,69.6,Placed
STU09814,8.51,1,3,2,89.3,3.8,Yes,Yes,75,66.8,Placed
STU00860,8.07,0,2,2,69.4,4.7,Yes,No,74.1,53.9,Placed
STU07383,7.22,0,1,2,75,3.3,No,Yes,67.8,82.5,NotPlaced
STU08370,7.71,0,1,2,56.6,4.1,Yes,Yes,62.6,60.4,NotPlaced
STU02726,7.5,2,4,0,77,3.2,Yes,Yes,74.1,92.3,Placed
STU08668,6.88,1,1,0,72.9,3.9,Yes,No,80.8,74.6,NotPlaced
STU03899,7.89,1,3,0,83.8,4.5,Yes,Yes,66.1,81,Placed
STU00809,8.63,0,1,0,76.3,4.4,Yes,No,65.6,77.8,NotPlaced
STU05746,7.83,3,2,2,63.8,3.7,No,Yes,82.4,51,Placed
STU06986,7,0,0,0,74.1,4.5,Yes,Yes,77.6,53.4,NotPlaced
STU02908,6.48,1,1,1,63.4,3.9,Yes,Yes,73.7,75.2,NotPlaced
STU02592,7.09,1,2,0,67.4,3.5,No,No,77.4,40,NotPlaced
STU02550,9.38,0,3,1,70.3,2.6,Yes,Yes,90.3,71.6,Placed
STU05412,7.03,1,4,1,69.2,3.7,Yes,Yes,58.9,64.3,Placed
STU03824,7.66,0,1,2,68.2,4.3,No,Yes,75.4,61.4,NotPlaced
STU00685,6.4,2,2,2,65.6,3.8,Yes,Yes,84.4,54.7,Placed
STU04818,6.71,1,2,1,85.3,3.3,Yes,Yes,66.6,100,Placed
STU03465,7.66,2,3,1,76.2,4,Yes,Yes,78.3,68.7,Placed
STU07019,8.66,1,3,1,76.3,2.9,Yes,Yes,86,66.6,Placed
STU07520,8.1,0,1,2,65.7,3.6,Yes,Yes,71.3,80.8,NotPlaced
STU00605,7.87,0,2,2,79.9,4,No,Yes,100,88.7,Placed
STU01730,9.15,0,2,2,58.4,3.2,No,No,71.8,69.3,NotPlaced
STU00387,7.81,0,1,2,81.9,3.4,No,No,66,40,Placed
STU04746,7.24,0,2,3,84,2,Yes,Yes,80.3,74.7,NotPlaced
STU04626,8.64,2,2,2,67.5,3.4,No,No,69.7,68.3,Placed
STU04411,6.9,1,2,2,68.1,2.6,Yes,Yes,64.2,59.9,Placed
STU02921,6.85,0,0,2,78.9,3.7,Yes,Yes,76.3,64.8,NotPlaced
STU03722,9.03,0,1,1,54.1,3.9,Yes,Yes,75.4,62.2,Placed
STU00069,7.83,0,2,1,51.6,2.9,Yes,No,54.2,87.7,NotPlaced
STU05439,7.81,0,2,2,72.8,4,Yes,Yes,66.8,83.2,Placed
STU09350,7.2,1,2,1,63.7,3.1,Yes,Yes,71.3,66,Placed
STU03370,7.62,2,0,1,53.7,4,No,Yes,72.6,58.6,NotPlaced
STU00515,6.98,0,1,0,73.8,4.1,Yes,No,70.3,63.5,NotPlaced
STU04050,7.85,0,2,3,69.9,2.8,Yes,No,75.5,70.9,NotPlaced
STU01545,6.96,0,2,3,74.7,3.9,No,No,56.1,67.6,NotPlaced
STU01929,8.49,2,2,2,67.1,3.1,No,Yes,58,89,Placed
STU02742,7.92,1,2,1,54.4,4,Yes,No,86.4,70.1,Placed
STU08352,7,2,3,0,98,2.5,Yes,Yes,72.7,62.2,Placed
STU06090,7.46,0,2,2,76.3,3.8,Yes,Yes,84.1,92.2,Placed
STU05946,8.25,1,3,2,65.8,3.6,No,Yes,73.4,68.4,Placed
STU04246,6.11,0,2,1,69.7,2.9,No,Yes,87.4,77.8,NotPlaced
STU04673,7.93,1,2,0,73.2,4.7,No,No,68.7,75,Placed
STU05365,7.33,1,2,0,59.1,3.3,No,No,80.7,69.4,NotPlaced
STU06694,7.92,2,2,3,66.7,4.7,No,No,72.8,66.9,Placed
STU05260,9.32,0,1,0,67.7,2.8,Yes,Yes,48.3,79.7,NotPlaced
STU00205,6.26,1,2,1,67.4,2.8,No,Yes,69.7,69,NotPlaced
STU05487,7.62,1,2,0,60.9,4.1,No,No,83.4,70,NotPlaced
STU03366,9.26,1,0,3,77.3,4.1,Yes,No,54.3,64.1,Placed
STU04808,8.09,0,2,1,67,4.1,Yes,Yes,96.6,77.4,NotPlaced
STU06374,8.65,1,2,3,62.1,4.8,Yes,No,83.5,42.2,Placed
STU07353,7.05,1,4,0,45.1,3,Yes,No,65.2,76.6,NotPlaced
STU03213,9,0,2,1,71.9,3.5,No,No,69.7,56.4,NotPlaced
STU04662,7.25,0,4,2,71.5,4,Yes,No,79.7,57.1,Placed
STU03181,8.38,0,4,1,78.9,3.9,Yes,No,73.7,70.5,Placed
STU04352,7.54,1,3,1,53.8,4.1,Yes,No,62.3,67.8,Placed
STU02778,7.28,1,1,3,61.2,3.2,No,No,88.7,71.9,NotPlaced
STU06235,7.3,2,2,2,85.4,2,Yes,No,65.1,66.1,Placed
STU03778,6.39,2,4,2,79.6,3.1,Yes,No,65,69.4,Placed
STU00437,8.97,1,1,1,70.6,3,No,No,62.8,69.2,NotPlaced
STU08052,6.44,1,3,1,68,3.6,No,No,64.5,80.5,Placed
STU03125,7.37,0,1,1,82.7,3.2,Yes,No,73.2,76.8,NotPlaced
STU02530,6.48,2,1,1,83.3,3.2,No,No,66.7,77.1,Placed
STU05040,7.84,0,2,2,73.8,3.5,No,Yes,69.8,65.6,Placed
STU01288,7.96,1,2,1,60.1,3.1,Yes,Yes,87.1,72.3,Placed
STU05054,7.26,1,2,1,73.5,3.5,No,No,60.5,67.7,NotPlaced
STU04677,8.12,1,2,3,54.3,3.6,No,No,76.4,72.6,NotPlaced
STU00114,9.72,2,1,2,44.3,3.8,Yes,No,88.9,68.4,Placed
STU05430,5.9,3,1,3,64.9,3,Yes,No,68.1,40.5,Placed
STU05818,7.66,1,2,3,68.5,3.7,Yes,No,69,68.5,Placed
STU08723,7.75,1,2,0,57.8,3.7,Yes,Yes,59.1,71.4,NotPlaced
STU00143,6.05,0,2,0,54,4,Yes,Yes,83.8,53.8,NotPlaced
STU09282,7.6,1,2,2,64.4,4.4,No,Yes,75.3,66.2,Placed
STU06592,6.44,0,2,1,82.1,3.7,No,Yes,77.1,47.7,NotPlaced
STU04538,7.23,1,2,2,61.7,3.9,No,No,57.4,80,Placed
STU08679,7.88,2,1,2,86.9,3.6,No,Yes,87.5,84.3,Placed
STU08896,9.34,0,3,2,89.4,3,Yes,No,78.9,66.8,Placed
STU02444,8.12,1,2,0,75.5,3.2,Yes,Yes,56.9,71.1,Placed
STU06528,7.46,3,1,1,71.9,3.5,No,No,84.7,66.4,Placed
STU08013,7.4,0,3,3,50.8,3,No,No,71.9,83.6,NotPlaced
STU03600,7.3,1,2,2,73.2,2.2,Yes,Yes,87.1,66.9,Placed
STU08689,9.33,1,1,1,79.1,3.1,No,No,79.4,61.5,NotPlaced
STU00670,8.48,1,3,3,74.8,3.5,Yes,No,57.1,79,Placed
STU07053,8.45,1,1,0,62,2.5,No,No,78.4,96.9,NotPlaced
STU03578,6.93,1,2,2,56.9,2.1,Yes,No,66.6,95.2,NotPlaced
STU05984,7.85,0,2,3,69.4,2.4,Yes,No,58.8,83.3,NotPlaced
STU03551,7.02,3,2,1,66,2.4,Yes,No,61.4,73.8,Placed
STU09565,7.92,0,2,1,73.7,3.1,No,No,78.7,70.9,NotPlaced
STU01911,9.06,0,0,1,78,3.5,Yes,No,76,76.8,NotPlaced
STU08094,7.06,0,0,2,81.2,4,No,No,68,85.7,NotPlaced
STU08687,6.49,0,2,1,76.1,2.9,No,No,74.3,51.5,NotPlaced
STU02595,8.26,1,1,1,76.6,3.1,Yes,Yes,79.8,63.5,Placed
STU03386,6.99,2,1,1,57.7,5,No,Yes,83,49,Placed
STU01195,6.07,1,2,1,76.8,1.9,No,Yes,90.3,69.9,NotPlaced
STU07059,9.26,0,3,2,73.9,2.8,Yes,No,69.2,86.6,Placed
STU01350,7.3,0,3,2,58,1.8,No,No,73.9,53.4,NotPlaced
STU08410,7.46,1,4,0,60,2.9,Yes,Yes,57.8,67.8,Placed
STU07858,6.7,0,1,3,75,2.7,Yes,Yes,61,77.4,NotPlaced
STU07442,10,1,1,3,74.7,1.5,Yes,Yes,98.9,71.7,Placed
STU03552,6.09,2,2,2,75.7,3.6,Yes,Yes,63.7,58,Placed
STU00928,7.84,1,2,1,82.1,4.7,Yes,No,73.4,80.2,Placed
STU09161,7.01,1,2,1,71.7,3.6,No,Yes,88.2,45.4,Placed
STU02455,8.11,1,3,2,84.4,4.3,Yes,No,75.9,40,Placed
STU02142,7.55,3,3,0,70,3.1,No,No,54.9,80.6,Placed
STU09278,7.86,0,1,1,80.4,2.9,No,No,80.3,81.4,NotPlaced
STU08763,6.43,2,1,1,88.3,4.8,No,Yes,40,85.3,Placed
STU00535,6.91,1,3,1,79.2,2.9,Yes,Yes,57.1,76.3,Placed
STU03413,9.29,1,1,2,70.9,4.1,Yes,No,74.5,81.3,Placed
STU00383,5.59,2,2,3,68.1,4,Yes,Yes,54.6,44.7,Placed
STU07016,7.86,2,2,2,68.7,4.2,Yes,Yes,70.4,70.7,Placed
STU06634,6.81,1,1,1,73.4,3.8,No,Yes,85.6,64,NotPlaced
STU04481,6.42,1,3,2,69.8,5,No,No,66.5,82.4,NotPlaced
STU07359,6.43,0,1,1,72.6,1.9,No,Yes,70.9,77.2,NotPlaced
STU03653,7.9,2,1,2,55.4,3.1,Yes,Yes,75.4,40.1,Placed
STU01516,7.39,1,0,1,65.3,2.9,No,Yes,76.1,62,NotPlaced
STU06267,7.57,0,2,3,85.4,2.7,Yes,No,61.3,82.9,NotPlaced
STU09338,7.31,1,1,1,88.8,3.1,Yes,No,64,61.9,NotPlaced
STU05614,7.58,0,1,3,70.2,2.1,Yes,No,62.5,70.3,NotPlaced
STU05939,8.62,2,1,2,59,3.5,Yes,No,95.5,78,Placed
STU01758,8.36,2,1,1,84.3,3.8,No,Yes,80.3,88.6,Placed
STU04182,7.04,1,0,2,79.2,2.5,Yes,No,76.7,72,NotPlaced
STU01672,7.17,1,2,3,76.2,2.6,Yes,No,73.2,80.5,Placed
STU05567,8.48,0,3,0,64.4,3.7,Yes,No,76.4,60.7,NotPlaced
STU09800,6.44,3,1,2,73.3,4.2,No,Yes,81.5,64.5,Placed
